"Country or Area";"Year";"Unit";"Value";"Value Footnotes"
"Trinidad and Tobago";"1998";"MILLION KWH";"5169";""
"Trinidad and Tobago";"1997";"MILLION KWH";"4841";""
"Trinidad and Tobago";"1996";"MILLION KWH";"4541";""
"Trinidad and Tobago";"1995";"MILLION KWH";"4307";""
"Tunisia";"2005";"MILLION KWH";"13007";""
"Tunisia";"2004";"MILLION KWH";"12455";""
"Tunisia";"2003";"MILLION KWH";"11829";""
"Tunisia";"2002";"MILLION KWH";"11281";""
"Tunisia";"2001";"MILLION KWH";"10854";""
"Tunisia";"2000";"MILLION KWH";"10095";""
"Tunisia";"1999";"MILLION KWH";"9526";""
"Tunisia";"1998";"MILLION KWH";"8640";""
"Tunisia";"1997";"MILLION KWH";"8486";""
"Tunisia";"1996";"MILLION KWH";"7837";""
"Tunisia";"1995";"MILLION KWH";"7589";""
"Turkey";"2005";"MILLION KWH";"161955";""
"Turkey";"2004";"MILLION KWH";"150698";""
"Turkey";"2003";"MILLION KWH";"140581";""
"Turkey";"2002";"MILLION KWH";"129400";""
"Turkey";"2001";"MILLION KWH";"122725";""
"Turkey";"2000";"MILLION KWH";"124920";""
"Turkey";"1999";"MILLION KWH";"116440";""
"Turkey";"1998";"MILLION KWH";"111022";""
"Turkey";"1997";"MILLION KWH";"103309";""
"Turkey";"1996";"MILLION KWH";"94872";""
"Turkey";"1995";"MILLION KWH";"86255";""
"Turkmenistan";"2005";"MILLION KWH";"12820";""
"Turkmenistan";"2004";"MILLION KWH";"11920";""
"Turkmenistan";"2003";"MILLION KWH";"10800";""
"Turkmenistan";"2002";"MILLION KWH";"10700";""
"Turkmenistan";"2001";"MILLION KWH";"10610";""
"Turkmenistan";"2000";"MILLION KWH";"9845";""
"Turkmenistan";"1999";"MILLION KWH";"8860";""
"Turkmenistan";"1998";"MILLION KWH";"9416";""
"Turkmenistan";"1997";"MILLION KWH";"9498";""
"Turkmenistan";"1996";"MILLION KWH";"10100";""
"Turkmenistan";"1995";"MILLION KWH";"9800";""
"Turks and Caicos Islands";"2005";"MILLION KWH";"10";""
"Turks and Caicos Islands";"2004";"MILLION KWH";"10";""
"Turks and Caicos Islands";"2003";"MILLION KWH";"10";""
"Turks and Caicos Islands";"2002";"MILLION KWH";"10";""
"Turks and Caicos Islands";"2001";"MILLION KWH";"10";""
"Turks and Caicos Islands";"2000";"MILLION KWH";"10";""
"Turks and Caicos Islands";"1999";"MILLION KWH";"10";""
"Turks and Caicos Islands";"1998";"MILLION KWH";"5";""
"Turks and Caicos Islands";"1997";"MILLION KWH";"5";""
"Turks and Caicos Islands";"1996";"MILLION KWH";"5";""
"Turks and Caicos Islands";"1995";"MILLION KWH";"5";""
"Uganda";"2005";"MILLION KWH";"1835";""
"Uganda";"2004";"MILLION KWH";"1896";""
"Uganda";"2003";"MILLION KWH";"1675";""
"Uganda";"2002";"MILLION KWH";"1674";""
"Uganda";"2001";"MILLION KWH";"1668";""
"Uganda";"2000";"MILLION KWH";"1572";""
"Uganda";"1999";"MILLION KWH";"1276";""
"Uganda";"1998";"MILLION KWH";"1273";""
"Uganda";"1997";"MILLION KWH";"1258";""
"Uganda";"1996";"MILLION KWH";"1170";""
"Uganda";"1995";"MILLION KWH";"1097";""
"Ukraine";"2005";"MILLION KWH";"186055";""
"Ukraine";"2004";"MILLION KWH";"182157";""
"Ukraine";"2003";"MILLION KWH";"180354";""
"Ukraine";"2002";"MILLION KWH";"173740";""
"Ukraine";"2001";"MILLION KWH";"172972";""
"Ukraine";"2000";"MILLION KWH";"171445";""
"Ukraine";"1999";"MILLION KWH";"172120";""
"Ukraine";"1998";"MILLION KWH";"172822";""
"Ukraine";"1997";"MILLION KWH";"178002";""
"Ukraine";"1996";"MILLION KWH";"181986";""
"Ukraine";"1995";"MILLION KWH";"194318";""
"United Arab Emirates";"2005";"MILLION KWH";"60698";""
"United Arab Emirates";"2004";"MILLION KWH";"52417";""
"United Arab Emirates";"2003";"MILLION KWH";"49450";""
"United Arab Emirates";"2002";"MILLION KWH";"46856";""
"United Arab Emirates";"2001";"MILLION KWH";"43172";""
"United Arab Emirates";"2000";"MILLION KWH";"39944";""
"United Arab Emirates";"1999";"MILLION KWH";"37126";""
"United Arab Emirates";"1998";"MILLION KWH";"33392";""
"United Arab Emirates";"1997";"MILLION KWH";"28464";""
"United Arab Emirates";"1996";"MILLION KWH";"26572";""
"United Arab Emirates";"1995";"MILLION KWH";"24982";""
"United Kingdom";"2005";"MILLION KWH";"400524";""
"United Kingdom";"2004";"MILLION KWH";"395853";""
"United Kingdom";"2003";"MILLION KWH";"398671";""
"United Kingdom";"2002";"MILLION KWH";"387364";""
"United Kingdom";"2001";"MILLION KWH";"384952";""
"United Kingdom";"2000";"MILLION KWH";"377276";""
"United Kingdom";"1999";"MILLION KWH";"368152";""
"United Kingdom";"1998";"MILLION KWH";"362703";""
"United Kingdom";"1997";"MILLION KWH";"350897";""
"United Kingdom";"1996";"MILLION KWH";"351252";""
"United Kingdom";"1995";"MILLION KWH";"338412";""
"United Rep.Tanzania";"2005";"MILLION KWH";"3036";""
"United Rep.Tanzania";"2004";"MILLION KWH";"2478";""
"United Rep.Tanzania";"2003";"MILLION KWH";"2658";""
"United Rep.Tanzania";"2002";"MILLION KWH";"2854";""
"United Rep.Tanzania";"2001";"MILLION KWH";"2753";""
"United Rep.Tanzania";"2000";"MILLION KWH";"2479";""
"United Rep.Tanzania";"1999";"MILLION KWH";"2381";""
"United Rep.Tanzania";"1998";"MILLION KWH";"2245";""
"United Rep.Tanzania";"1997";"MILLION KWH";"1775";""
"United Rep.Tanzania";"1996";"MILLION KWH";"2053";""
"United Rep.Tanzania";"1995";"MILLION KWH";"1817";""
"United States";"2005";"MILLION KWH";"4286357";"3"
"United States";"2004";"MILLION KWH";"4174484";"3"
"United States";"2003";"MILLION KWH";"4081466";"3"
"United States";"2002";"MILLION KWH";"4050862";"3"
"United States";"2001";"MILLION KWH";"3865090";"3"
"United States";"2000";"MILLION KWH";"4052487";"3"
"United States";"1999";"MILLION KWH";"3897359";"3"
"United States";"1998";"MILLION KWH";"3830489";"3"
"United States";"1997";"MILLION KWH";"3664336";"3"
"United States";"1996";"MILLION KWH";"3650786";"3"
"United States";"1995";"MILLION KWH";"3558145";"3"
"United States Virgin Is.";"2005";"MILLION KWH";"1060";""
"United States Virgin Is.";"2004";"MILLION KWH";"1050";""
"United States Virgin Is.";"2003";"MILLION KWH";"1040";""
"United States Virgin Is.";"2002";"MILLION KWH";"1040";""
"United States Virgin Is.";"2001";"MILLION KWH";"1030";""
"United States Virgin Is.";"2000";"MILLION KWH";"1030";""
"United States Virgin Is.";"1999";"MILLION KWH";"1020";""
"United States Virgin Is.";"1998";"MILLION KWH";"1020";""
"United States Virgin Is.";"1997";"MILLION KWH";"1079";""
"United States Virgin Is.";"1996";"MILLION KWH";"1075";""
"United States Virgin Is.";"1995";"MILLION KWH";"1071";""
"Uruguay";"2005";"MILLION KWH";"7684";""
"Uruguay";"2004";"MILLION KWH";"5900";""
"Uruguay";"2003";"MILLION KWH";"8580";""
"Uruguay";"2002";"MILLION KWH";"9607";""
"Uruguay";"2001";"MILLION KWH";"9252";""
"Uruguay";"2000";"MILLION KWH";"7590";""
"Uruguay";"1999";"MILLION KWH";"7194";""
"Uruguay";"1998";"MILLION KWH";"9571";""
"Uruguay";"1997";"MILLION KWH";"7148";""
"Uruguay";"1996";"MILLION KWH";"6670";""
"Uruguay";"1995";"MILLION KWH";"6307";""
"Uzbekistan";"2005";"MILLION KWH";"47707";""
"Uzbekistan";"2004";"MILLION KWH";"51030";""
"Uzbekistan";"2003";"MILLION KWH";"49400";""
"Uzbekistan";"2002";"MILLION KWH";"49310";""
"Uzbekistan";"2001";"MILLION KWH";"47502";""
"Uzbekistan";"2000";"MILLION KWH";"46840";""
"Uzbekistan";"1999";"MILLION KWH";"45300";""
"Uzbekistan";"1998";"MILLION KWH";"45900";""
"Uzbekistan";"1997";"MILLION KWH";"46054";""
"Uzbekistan";"1996";"MILLION KWH";"45418";""
"Uzbekistan";"1995";"MILLION KWH";"47453";""
"Vanuatu";"2005";"MILLION KWH";"45";""
"Vanuatu";"2004";"MILLION KWH";"44";""
"Vanuatu";"2003";"MILLION KWH";"44";""
"Vanuatu";"2002";"MILLION KWH";"43";""
"Vanuatu";"2001";"MILLION KWH";"43";""
"Vanuatu";"2000";"MILLION KWH";"41";""
"Vanuatu";"1999";"MILLION KWH";"38";""
"Vanuatu";"1998";"MILLION KWH";"37";""
"Vanuatu";"1997";"MILLION KWH";"35";""
"Vanuatu";"1996";"MILLION KWH";"35";""
"Vanuatu";"1995";"MILLION KWH";"34";""
"Venezuela";"2005";"MILLION KWH";"101544";""
"Venezuela";"2004";"MILLION KWH";"98482";""
"Venezuela";"2003";"MILLION KWH";"90235";""
"Venezuela";"2002";"MILLION KWH";"87406";""
"Venezuela";"2001";"MILLION KWH";"90117";""
"Venezuela";"2000";"MILLION KWH";"85211";""
"Venezuela";"1999";"MILLION KWH";"80588";""
"Venezuela";"1998";"MILLION KWH";"82004";""
"Venezuela";"1997";"MILLION KWH";"78066";""
"Venezuela";"1996";"MILLION KWH";"75588";""
"Venezuela";"1995";"MILLION KWH";"75446";""
"Viet Nam";"2005";"MILLION KWH";"53463";""
"Viet Nam";"2004";"MILLION KWH";"46029";""
"Viet Nam";"2003";"MILLION KWH";"40925";""
"Viet Nam";"2002";"MILLION KWH";"35796";""
"Viet Nam";"2001";"MILLION KWH";"30791";""
"Viet Nam";"2000";"MILLION KWH";"26594";""
"Viet Nam";"1999";"MILLION KWH";"23559";""
"Viet Nam";"1998";"MILLION KWH";"21665";""
"Viet Nam";"1997";"MILLION KWH";"19151";""
"Viet Nam";"1996";"MILLION KWH";"16944";""
"Viet Nam";"1995";"MILLION KWH";"14665";""
"Western Sahara";"2005";"MILLION KWH";"90";""
"Western Sahara";"2004";"MILLION KWH";"90";""
"Western Sahara";"2003";"MILLION KWH";"90";""
"Western Sahara";"2002";"MILLION KWH";"90";""
"Western Sahara";"2001";"MILLION KWH";"80";""
"Western Sahara";"2000";"MILLION KWH";"80";""
"Western Sahara";"1999";"MILLION KWH";"80";""
"Western Sahara";"1998";"MILLION KWH";"87";""
"Western Sahara";"1997";"MILLION KWH";"87";""
"Western Sahara";"1996";"MILLION KWH";"87";""
"Western Sahara";"1995";"MILLION KWH";"87";""
"Yemen";"2005";"MILLION KWH";"4741";""
"Yemen";"2004";"MILLION KWH";"4337";""
"Yemen";"2003";"MILLION KWH";"4094";""
"Yemen";"2002";"MILLION KWH";"3769";""
"Yemen";"2001";"MILLION KWH";"3643";""
"Yemen";"2000";"MILLION KWH";"3413";""
"Yemen";"1999";"MILLION KWH";"3136";""
"Yemen";"1998";"MILLION KWH";"2912";""
"Yemen";"1997";"MILLION KWH";"2557";""
"Yemen";"1996";"MILLION KWH";"2334";""
"Yemen";"1995";"MILLION KWH";"2369";""
"Zambia";"2005";"MILLION KWH";"8938";""
"Zambia";"2004";"MILLION KWH";"8512";""
"Zambia";"2003";"MILLION KWH";"8308";""
"Zambia";"2002";"MILLION KWH";"8152";""
"Zambia";"2001";"MILLION KWH";"7943";""
"Zambia";"2000";"MILLION KWH";"7798";""
"Zambia";"1999";"MILLION KWH";"7764";""
"Zambia";"1998";"MILLION KWH";"7603";""
"Zambia";"1997";"MILLION KWH";"7941";""
"Zambia";"1996";"MILLION KWH";"7171";""
"Zambia";"1995";"MILLION KWH";"7924";""
"Zimbabwe";"2005";"MILLION KWH";"10269";"3"
"Zimbabwe";"2004";"MILLION KWH";"9908";"3"
"Zimbabwe";"2003";"MILLION KWH";"8789";"3"
"Zimbabwe";"2002";"MILLION KWH";"8587";"3"
"Zimbabwe";"2001";"MILLION KWH";"7906";"3"
"Zimbabwe";"2000";"MILLION KWH";"6995";"3"
"Zimbabwe";"1999";"MILLION KWH";"7091";"3"
"Zimbabwe";"1998";"MILLION KWH";"6583";"3"
"Zimbabwe";"1997";"MILLION KWH";"7350";"3"
"Zimbabwe";"1996";"MILLION KWH";"7819";"3"
"Zimbabwe";"1995";"MILLION KWH";"8017";"3"
